1	1	pago	2	REGISTRAR_PAGO	Registro de pago sobre factura 1	2026-06-06 21:37:54.067168	\N	{"monto": 50.00, "id_pago": 2, "id_factura": 1, "metodo_pago": "efectivo", "saldo_nuevo": 50.00, "saldo_anterior": 100.00, "estado_factura_nuevo": "pagada_parcial"}
2	1	pago	3	REGISTRAR_PAGO	Registro de pago sobre factura 1	2026-06-06 22:04:48.305189	\N	{"monto": 50.00, "id_pago": 3, "id_factura": 1, "metodo_pago": "efectivo", "saldo_nuevo": 0.00, "saldo_anterior": 50.00, "estado_factura_nuevo": "pagada"}
3	1	cita	3	CANCELAR_CITA	Cancelación de cita 3	2026-06-06 22:26:16.038906	{"id_cita": 3, "hora_fin": "08:30:00", "id_medico": 1, "fecha_cita": "2026-06-08", "hora_inicio": "08:00:00", "id_paciente": 1, "estado_anterior": "programada", "motivo_cancelacion_anterior": null}	{"id_cita": 3, "estado_nuevo": "cancelada", "motivo_cancelacion": "Paciente no podrá asistir a la consulta"}
4	1	pago	4	REGISTRAR_PAGO	Registro de pago sobre factura 2	2026-06-07 02:53:10.008764	\N	{"monto": 75.00, "id_pago": 4, "id_factura": 2, "metodo_pago": "efectivo", "saldo_nuevo": 75.00, "saldo_anterior": 150.00, "estado_factura_nuevo": "pagada_parcial"}
5	1	pago	5	REGISTRAR_PAGO	Registro de pago sobre factura 3	2026-06-07 02:53:10.008764	\N	{"monto": 125.00, "id_pago": 5, "id_factura": 3, "metodo_pago": "transferencia", "saldo_nuevo": 125.00, "saldo_anterior": 250.00, "estado_factura_nuevo": "pagada_parcial"}
6	1	pago	6	REGISTRAR_PAGO	Registro de pago sobre factura 4	2026-06-07 02:53:10.008764	\N	{"monto": 200.00, "id_pago": 6, "id_factura": 4, "metodo_pago": "cheque", "saldo_nuevo": 0.00, "saldo_anterior": 200.00, "estado_factura_nuevo": "pagada"}
7	1	pago	7	REGISTRAR_PAGO	Registro de pago sobre factura 5	2026-06-07 02:53:10.008764	\N	{"monto": 112.50, "id_pago": 7, "id_factura": 5, "metodo_pago": "tarjeta", "saldo_nuevo": 112.50, "saldo_anterior": 225.00, "estado_factura_nuevo": "pagada_parcial"}
8	1	pago	8	REGISTRAR_PAGO	Registro de pago sobre factura 6	2026-06-07 02:53:10.008764	\N	{"monto": 137.50, "id_pago": 8, "id_factura": 6, "metodo_pago": "efectivo", "saldo_nuevo": 137.50, "saldo_anterior": 275.00, "estado_factura_nuevo": "pagada_parcial"}
9	1	pago	9	REGISTRAR_PAGO	Registro de pago sobre factura 7	2026-06-07 02:53:10.008764	\N	{"monto": 180.00, "id_pago": 9, "id_factura": 7, "metodo_pago": "transferencia", "saldo_nuevo": 0.00, "saldo_anterior": 180.00, "estado_factura_nuevo": "pagada"}
10	1	pago	10	REGISTRAR_PAGO	Registro de pago sobre factura 8	2026-06-07 02:53:10.008764	\N	{"monto": 50.00, "id_pago": 10, "id_factura": 8, "metodo_pago": "cheque", "saldo_nuevo": 50.00, "saldo_anterior": 100.00, "estado_factura_nuevo": "pagada_parcial"}
11	1	pago	11	REGISTRAR_PAGO	Registro de pago sobre factura 9	2026-06-07 02:53:10.008764	\N	{"monto": 62.50, "id_pago": 11, "id_factura": 9, "metodo_pago": "tarjeta", "saldo_nuevo": 62.50, "saldo_anterior": 125.00, "estado_factura_nuevo": "pagada_parcial"}
12	1	pago	12	REGISTRAR_PAGO	Registro de pago sobre factura 10	2026-06-07 02:53:10.008764	\N	{"monto": 175.00, "id_pago": 12, "id_factura": 10, "metodo_pago": "efectivo", "saldo_nuevo": 0.00, "saldo_anterior": 175.00, "estado_factura_nuevo": "pagada"}
13	1	pago	13	REGISTRAR_PAGO	Registro de pago sobre factura 11	2026-06-07 02:53:10.008764	\N	{"monto": 150.00, "id_pago": 13, "id_factura": 11, "metodo_pago": "transferencia", "saldo_nuevo": 150.00, "saldo_anterior": 300.00, "estado_factura_nuevo": "pagada_parcial"}
14	1	pago	14	REGISTRAR_PAGO	Registro de pago sobre factura 12	2026-06-07 02:53:10.008764	\N	{"monto": 75.00, "id_pago": 14, "id_factura": 12, "metodo_pago": "cheque", "saldo_nuevo": 75.00, "saldo_anterior": 150.00, "estado_factura_nuevo": "pagada_parcial"}
15	1	pago	15	REGISTRAR_PAGO	Registro de pago sobre factura 13	2026-06-07 02:53:10.008764	\N	{"monto": 250.00, "id_pago": 15, "id_factura": 13, "metodo_pago": "tarjeta", "saldo_nuevo": 0.00, "saldo_anterior": 250.00, "estado_factura_nuevo": "pagada"}
16	1	pago	16	REGISTRAR_PAGO	Registro de pago sobre factura 14	2026-06-07 02:53:10.008764	\N	{"monto": 100.00, "id_pago": 16, "id_factura": 14, "metodo_pago": "efectivo", "saldo_nuevo": 100.00, "saldo_anterior": 200.00, "estado_factura_nuevo": "pagada_parcial"}
17	1	pago	17	REGISTRAR_PAGO	Registro de pago sobre factura 15	2026-06-07 02:53:10.008764	\N	{"monto": 112.50, "id_pago": 17, "id_factura": 15, "metodo_pago": "transferencia", "saldo_nuevo": 112.50, "saldo_anterior": 225.00, "estado_factura_nuevo": "pagada_parcial"}
18	1	pago	18	REGISTRAR_PAGO	Registro de pago sobre factura 16	2026-06-07 02:53:10.008764	\N	{"monto": 275.00, "id_pago": 18, "id_factura": 16, "metodo_pago": "cheque", "saldo_nuevo": 0.00, "saldo_anterior": 275.00, "estado_factura_nuevo": "pagada"}
